,target
54373,3355764.2
54374,1799451.9
54375,1920436.8
54376,3424999.0
54377,644109.44
54378,4273580.5
54379,1680384.5
54380,250273.8
54381,905041.75
54382,6599531.0
54383,3464171.8
54384,2540502.8
54385,2861198.8
54386,1320786.2
54387,3019376.0
54388,2585260.8
54389,5129159.0
54390,450820.9
54391,1642868.9
54392,446213.7
54393,4473184.5
54394,2989274.5
54395,3383217.8
54396,2489023.8
54397,3548922.5
54398,1227617.2
54399,1936218.5
54400,281197.56
54401,276601.75
54402,393038.78
54403,565248.4
54404,4856281.5
54405,1533254.9
54406,3215771.2
54407,4258281.0
54408,2641718.0
54409,4531135.5
54410,2638424.2
54411,1060123.0
54412,974693.06
54413,1873307.2
54414,3749356.0
54415,2765234.8
54416,1458252.4
54417,2506858.5
54418,1520720.5
54419,4353716.0
54420,3577447.8
54421,4976737.0
54422,3776231.2
54423,5783772.0
54424,7175657.5
54425,5948069.5
54426,862126.9
54427,2873308.5
54428,2208682.0
54429,5173492.5
54430,1037753.3
54431,7746338.0
54432,3410728.0
54433,3539150.2
54434,1395845.9
54435,1343523.6
54436,3468543.2
54437,5718394.5
54438,2154903.2
54439,7102200.0
54440,1124588.1
54441,3030877.5
54442,412977.75
54443,507771.12
54444,1386451.9
54445,1359118.8
54446,1953826.5
54447,3754178.2
54448,1230979.8
54449,1132525.4
54450,3105152.2
54451,1296347.6
54452,1209301.2
54453,1060571.1
54454,2949212.5
54455,1706516.4
54456,5401242.5
54457,1468507.9
54458,2874244.2
54459,7660679.5
54460,348244.94
54461,2385636.2
54462,1705288.8
54463,2709297.5
54464,2361201.5
54465,450630.97
54466,3619147.8
54467,750251.75
54468,2735700.8
54469,2818236.0
54470,1596215.9
54471,1628023.1
54472,2388744.5
54473,1902119.9
54474,1623749.9
54475,843234.0
54476,2529210.8
54477,1764029.1
54478,1587212.0
54479,1787894.9
54480,927310.7
54481,3423817.2
54482,416138.06
54483,2112674.2
54484,2210731.5
54485,1708349.4
54486,4007809.0
54487,4841400.0
54488,2730860.8
54489,420370.53
54490,3595638.0
54491,3161601.5
54492,1035978.44
54493,1733398.4
54494,5638956.0
54495,9418352.0
54496,1643528.0
54497,1877058.6
54498,1350416.5
54499,2864941.5
54500,3386799.5
54501,2844789.0
54502,2493094.8
54503,1092951.4
54504,3252159.2
54505,2704637.0
54506,908029.56
54507,3106128.0
54508,718841.3
54509,2637384.5
54510,2574070.0
54511,1862637.0
54512,5428783.5
54513,3107874.0
54514,6284171.5
54515,1439950.6
54516,1530437.2
54517,3995522.8
54518,3481803.0
54519,3311111.0
54520,341378.5
54521,3234606.0
54522,654574.4
54523,1559580.2
54524,1333320.5
54525,1273986.5
54526,1364777.1
54527,3549583.8
54528,7184588.0
54529,4683056.0
54530,220597.92
54531,1194746.8
54532,3676528.0
54533,236905.47
54534,1211144.1
54535,3307135.2
54536,640375.1
54537,1876960.1
54538,3945313.2
54539,1365152.1
54540,1857250.1
54541,573592.94
54542,3950649.8
54543,711282.0
54544,1344036.4
54545,3574491.0
54546,1013662.75
54547,1973010.5
54548,1515821.2
54549,2361835.8
54550,1214666.1
54551,4442146.5
54552,698867.1
54553,1960172.8
54554,7295793.0
54555,6490052.0
54556,1918257.1
54557,2240852.2
54558,2235249.5
54559,1971819.5
54560,3016827.2
54561,4867016.5
54562,2953982.0
54563,535100.6
54564,2810480.8
54565,1531035.8
54566,952766.75
54567,1286369.5
54568,2020766.5
54569,538085.0
54570,951666.7
54571,831533.3
54572,3087478.2
54573,2813378.2
54574,527928.5
54575,1135491.5
54576,5059328.0
54577,1788109.2
54578,1398974.2
54579,1715029.0
54580,1498001.8
54581,1387116.2
54582,2598956.8
54583,2199544.2
54584,4138544.8
54585,250751.14
54586,8600722.0
54587,3930574.0
54588,1153051.4
54589,3565046.5
54590,6748483.5
54591,2900222.0
54592,339914.12
54593,4513821.5
54594,3603908.2
54595,427915.56
54596,1581097.0
54597,700804.1
54598,3448809.8
54599,361037.78
54600,3130330.0
54601,1505005.9
54602,905252.1
54603,803355.94
54604,2876331.0
54605,1474715.6
54606,1971939.4
54607,1187863.4
54608,4912687.5
54609,3961258.2
54610,1869727.4
54611,4879231.5
54612,769360.56
54613,1334117.0
54614,747674.0
54615,2038479.0
54616,1378860.2
54617,5715789.0
54618,361863.66
54619,3720523.8
54620,3758864.2
54621,1684699.0
54622,1386298.2
54623,1956712.9
54624,4273373.5
54625,1772817.5
54626,960406.0
54627,2998333.2
54628,1252406.2
54629,4486136.0
54630,2946343.5
54631,4704478.5
54632,1510916.8
54633,1402635.9
54634,896903.56
54635,4190164.0
54636,1369422.4
54637,2255758.8
54638,991244.9
54639,1352503.6
54640,771071.6
54641,2063253.8
54642,1093416.2
54643,1910702.9
54644,3394383.0
54645,1244837.1
54646,1677521.0
54647,5867127.5
54648,957847.0
54649,3214613.0
54650,1403866.0
54651,4799850.5
54652,5854616.5
54653,2369991.0
54654,1009253.5
54655,2715466.2
54656,2855907.2
54657,2708198.8
54658,4251011.0
54659,5387584.5
54660,2589915.8
54661,1658245.5
54662,4274134.5
54663,2945063.0
54664,2973282.0
54665,5145235.5
54666,2631197.2
54667,2638214.2
54668,2493644.0
54669,2965071.5
54670,5533031.5
54671,612039.06
54672,3674677.0
54673,475294.66
54674,1956632.5
54675,2727208.0
54676,484032.34
54677,5651009.0
54678,439360.9
54679,2147044.5
54680,3227169.2
54681,2390571.2
54682,755208.9
54683,3129700.0
54684,1580554.0
54685,3548290.8
54686,1417633.0
54687,6195923.5
54688,1130112.4
54689,3299657.0
54690,2429385.2
54691,7508725.0
54692,4521090.5
54693,715465.94
54694,2625418.0
54695,1325916.5
54696,4133088.0
54697,604633.06
54698,1877941.9
54699,3382980.0
54700,2317593.5
54701,1578766.6
54702,1373082.1
54703,1562790.9
54704,4210876.0
54705,2181788.0
54706,6785280.5
54707,860032.56
54708,1476090.1
54709,3372163.5
54710,526640.2
54711,710405.3
54712,1328052.1
54713,4297929.0
54714,3946025.8
54715,475039.84
54716,1027387.44
54717,5197810.5
54718,4079296.0
54719,2034514.1
54720,968328.8
54721,1302237.2
54722,1259155.2
54723,4170672.8
54724,1718903.9
54725,2862625.0
54726,2899802.8
54727,2715542.0
54728,428845.97
54729,1147088.5
54730,2731242.8
54731,3050539.5
54732,3538610.8
54733,6781837.5
54734,1086402.4
54735,6834237.0
54736,1332366.1
54737,2884854.8
54738,1693626.1
54739,6597581.0
54740,2340700.2
54741,3900755.8
54742,2686576.0
54743,1633543.9
54744,1303509.2
54745,3152499.5
54746,5611628.5
54747,927751.0
54748,535464.3
54749,2344860.8
54750,2252119.5
54751,1215466.1
54752,579032.94
54753,4387284.0
54754,2190272.5
54755,478672.0
54756,1849589.9
54757,3334722.5
54758,4896975.5
54759,4301150.0
54760,1010148.2
54761,6623257.5
54762,6214299.5
54763,2382458.8
54764,1207465.1
54765,6066006.0
54766,4553930.0
54767,1239157.0
54768,6244999.5
54769,1883419.2
54770,3351464.5
54771,2878009.5
54772,554008.75
54773,1246070.2
54774,702334.9
54775,2170275.0
54776,2093190.4
54777,2177949.5
54778,9109268.0
54779,1108528.2
54780,2207882.0
54781,1830195.9
54782,2388302.0
54783,835490.0
54784,1159721.6
54785,1498001.8
54786,834669.6
54787,1805253.2
54788,2288205.8
54789,4022894.0
54790,6553379.5
54791,4925622.0
54792,1643742.5
54793,4350107.5
54794,1172787.1
54795,5606902.0
54796,4577653.0
54797,1920158.1
54798,2919719.0
54799,853491.56
54800,792956.5
54801,1265991.9
54802,5248247.0
54803,1977164.8
54804,612064.94
54805,398075.28
54806,1393002.8
54807,1984281.1
54808,1636311.6
54809,2104381.2
54810,1236186.9
54811,4066277.0
54812,2649532.0
54813,2743372.2
54814,2149475.2
54815,4246549.5
54816,4529993.0
54817,4015339.5
54818,2638626.0
54819,3420924.8
54820,340752.7
54821,2147617.0
54822,1215871.9
54823,4943452.5
54824,1803567.0
54825,6284195.0
54826,176672.48
54827,3275174.8
54828,4358103.5
54829,1534582.5
54830,2154962.5
54831,4077720.8
54832,6952360.0
54833,2806141.8
54834,1504184.5
54835,1526537.5
54836,2657301.5
54837,2517871.0
54838,1645948.2
54839,2199612.8
54840,936881.06
54841,5724725.5
54842,8124669.5
54843,2916095.5
54844,3474138.8
54845,4604617.0
54846,5010142.5
54847,1145819.2
54848,2745011.0
54849,1613085.9
54850,1610149.9
54851,8047024.0
54852,1715040.6
54853,3833244.2
54854,5838422.0
54855,5207082.5
54856,2609407.8
54857,5082290.0
54858,6481149.0
54859,1732274.8
54860,586231.25
54861,3265117.5
54862,3438954.8
54863,869669.2
54864,648753.06
54865,1518425.0
54866,1586059.4
54867,661194.9
54868,3674677.0
54869,867875.25
54870,647166.75
54871,1049282.8
54872,1522186.4
54873,4031078.2
54874,1371262.4
54875,3543777.2
54876,1171550.8
54877,2849452.5
54878,727526.94
54879,2560851.8
54880,2436950.5
54881,1601079.1
54882,4306466.0
54883,4837751.0
54884,3500533.8
54885,1141752.2
54886,2374102.2
54887,3500181.0
54888,4337897.0
54889,5963023.0
54890,2143772.5
54891,4251514.0
54892,1816093.1
54893,3542757.2
54894,1377994.9
54895,1035790.1
54896,2620518.2
54897,1921614.2
54898,924080.8
54899,3779492.8
54900,5178682.0
54901,1944521.1
54902,1040424.6
54903,432807.72
54904,1915016.2
54905,4525019.5
54906,1599698.5
54907,3044831.2
54908,7539395.5
54909,1580063.0
54910,254113.9
54911,800109.06
54912,4241915.0
54913,2229779.8
54914,746514.2
54915,5793986.0
54916,1013602.56
54917,1076384.2
54918,1759072.1
54919,255618.77
54920,744091.56
54921,800133.56
54922,4629676.5
54923,1844223.1
54924,1098234.5
54925,3224951.0
54926,684392.94
54927,768197.6
54928,729134.5
54929,1531750.5
54930,1813715.0
54931,1195899.2
54932,625395.75
54933,1858949.9
54934,2140821.8
54935,384818.4
54936,2741906.8
54937,853183.1
54938,649204.9
54939,-165294.33
54940,4963854.0
54941,1312728.1
54942,1546663.4
54943,802621.3
54944,3023285.8
54945,2762729.2
54946,522330.16
54947,892653.2
54948,1251024.6
54949,6031273.0
54950,401532.28
54951,1413187.2
54952,3466211.5
54953,2392977.0
54954,8501642.0
54955,2700823.5
54956,1593784.0
54957,2936115.8
54958,1314471.9
54959,1396016.0
54960,2421604.8
54961,630140.75
54962,485458.28
54963,2648119.5
54964,1192309.9
54965,6169317.5
54966,3559127.2
54967,6827694.0
54968,3105359.5
54969,1352938.2
54970,775511.44
54971,3831440.8
54972,2920471.2
54973,4765112.5
54974,1312236.8
54975,1178666.2
54976,1264296.2
54977,2527255.2
54978,1430935.6
54979,1977105.0
54980,1320148.5
54981,1787680.4
54982,2934990.8
54983,1820170.0
54984,553960.2
54985,6467216.0
54986,407320.66
54987,1392135.6
54988,4928739.5
54989,444562.94
54990,3561447.5
54991,1278248.0
54992,5212124.0
54993,5139337.5
54994,1179373.1
54995,5041067.0
54996,5161053.5
54997,5370149.5
54998,1347212.8
54999,2216245.0
55000,1327431.8
55001,1966765.2
55002,2971786.8
55003,2073323.4
55004,6490878.5
55005,1700324.6
55006,6850702.5
55007,2616694.0
55008,964378.94
55009,2153993.8
55010,1351715.2
55011,1486469.5
55012,5056805.5
55013,2313151.0
55014,1840489.2
55015,5272069.0
55016,3973923.2
55017,841124.0
55018,6284163.0
55019,3237845.8
55020,354686.22
55021,474226.0
55022,1531718.6
55023,1215190.2
55024,1651659.9
55025,2396083.8
55026,3688279.0
55027,518876.94
55028,2860021.0
55029,2995575.2
55030,2765565.0
55031,4201314.0
55032,547191.3
55033,1369489.9
55034,2411286.8
55035,2832422.5
55036,1730620.1
55037,5213043.0
55038,3167229.5
55039,2232827.8
55040,337653.72
55041,2822688.2
55042,3993433.2
55043,1594899.8
55044,291327.97
55045,5118280.0
55046,899382.44
55047,3791839.2
55048,1390393.6
55049,4792504.5
55050,4021754.0
55051,994534.9
55052,1807000.2
55053,1720788.8
55054,907836.6
55055,2716143.8
55056,6392664.5
55057,2935849.8
55058,1403382.4
55059,2891142.2
55060,1593512.9
55061,2473303.0
55062,3920179.5
55063,4257276.5
55064,575790.6
55065,1177705.0
55066,1712852.5
55067,2549420.5
55068,639048.0
55069,5234711.0
55070,6038365.5
55071,571032.75
55072,159806.92
55073,2814011.8
55074,2244486.8
55075,1497579.6
55076,1692273.5
55077,1128925.0
55078,4040180.8
55079,731508.3
55080,3755760.0
55081,2370818.8
55082,8668416.0
55083,472063.56
55084,1384338.9
55085,1042103.2
55086,299614.84
55087,6194111.0
55088,1521691.9
55089,1638587.0
55090,2160837.8
55091,831490.1
55092,3267053.8
55093,3047210.0
55094,4901599.5
55095,1000803.8
55096,780214.9
55097,1703946.0
55098,1925361.4
55099,1017939.7
55100,1833840.4
55101,2141334.8
55102,1992964.5
55103,870192.75
55104,552007.3
55105,719949.2
55106,991746.0
55107,4901002.0
55108,1038298.06
55109,2596986.5
55110,3063048.2
55111,514075.8
55112,3137328.8
55113,1706904.4
55114,1584319.9
55115,1353826.4
55116,846538.4
55117,4146027.5
55118,1997072.6
55119,3861358.2
55120,5625595.0
55121,3337444.2
55122,1434143.9
55123,2835884.0
55124,2613124.2
55125,1329708.1
55126,1210694.6
55127,2152589.5
55128,2633429.5
55129,555494.9
55130,519054.16
55131,2052780.5
55132,3760876.8
55133,1404028.2
55134,6931152.0
55135,1713844.1
55136,3512288.8
55137,1510344.6
55138,5428655.5
55139,3281512.2
55140,4492187.5
55141,1936086.5
55142,3835486.0
55143,315599.06
55144,1094416.6
55145,639031.3
55146,4744875.5
55147,2664487.2
55148,2222943.0
55149,1501293.9
55150,2759736.0
55151,3116119.0
55152,2722386.2
55153,3447326.5
55154,2737407.0
55155,5212964.0
55156,5402950.0
55157,1865009.4
55158,1109455.4
55159,2082607.5
55160,1006951.25
55161,2417972.2
55162,1830563.9
55163,1068946.4
55164,2977640.2
55165,2402055.2
55166,3512318.2
55167,1106534.2
55168,1168122.6
55169,2137572.2
55170,2023080.4
55171,1118360.2
55172,4057976.0
55173,7340236.0
55174,819296.75
55175,1060950.5
55176,442549.84
55177,423774.56
55178,792919.9
55179,4360253.0
55180,3435128.2
55181,3279684.2
55182,338770.1
55183,5017309.0
55184,828485.8
55185,4856942.0
55186,816435.25
55187,3674547.2
55188,4358421.5
55189,7619877.0
55190,1283284.9
55191,3370806.0
55192,2245673.5
55193,932837.8
55194,1439383.1
55195,4706883.0
55196,4886989.5
55197,2544175.8
55198,2698808.5
55199,2903161.0
55200,2537614.5
55201,214943.44
55202,1022714.94
55203,1435015.4
55204,1937479.0
55205,3448438.8
55206,4302464.0
55207,816374.2
55208,786300.1
55209,2092030.9
55210,3579707.2
55211,1968768.9
55212,5348558.0
55213,1267965.6
55214,6315786.5
55215,1668704.4
55216,704072.0
55217,1776463.9
55218,1457303.4
55219,1918510.0
55220,5270815.0
55221,1318122.9
55222,1302873.5
55223,1196756.6
55224,6425589.5
55225,4924847.5
55226,884644.0
55227,280582.1
55228,4754716.0
55229,2936908.8
55230,1221963.4
55231,2633125.8
55232,2752392.0
55233,6503184.0
55234,1422024.6
55235,1872621.2
55236,1826198.4
55237,5852874.5
55238,2122502.8
55239,2256394.2
55240,3671248.5
55241,6224116.5
55242,5502507.0
55243,2091166.4
55244,6201386.5
55245,907986.2
55246,1942702.8
55247,3823295.2
55248,499741.16
55249,4985737.5
55250,825216.3
55251,7302089.0
55252,1533676.2
55253,535464.3
55254,2472443.8
55255,495068.6
55256,4369711.0
55257,3687760.8
55258,210909.45
55259,4790311.0
55260,3682053.0
55261,4451393.5
55262,3555793.2
55263,2132896.5
55264,409794.75
55265,1113158.0
55266,1501355.2
55267,2420515.8
55268,902674.56
55269,3063629.5
55270,877282.9
55271,2189676.5
55272,220956.5
55273,5270311.5
55274,2568232.0
55275,1533678.6
55276,1018617.25
55277,961312.4
55278,6022021.5
55279,436242.03
55280,1410500.6
55281,3865772.0
55282,4928393.5
55283,3218862.8
55284,1259953.0
55285,2315809.5
55286,5046006.5
55287,4238928.5
55288,2505349.8
55289,3752267.2
55290,1492067.6
55291,3049694.0
55292,2438132.8
55293,4230968.5
55294,2117449.8
55295,2134753.5
55296,2100057.8
55297,3711609.8
55298,3864077.8
55299,4292256.5
55300,4604048.0
55301,1307549.5
55302,2982271.2
55303,4458747.0
55304,1475884.4
55305,461331.38
55306,9492982.0
55307,796776.06
55308,5928683.5
55309,2067039.2
55310,581898.75
55311,2705059.5
55312,1983983.2
55313,4775227.5
55314,707896.06
55315,1517317.6
55316,3876737.5
55317,3138491.0
55318,6109770.0
55319,1360706.9
55320,3667165.5
55321,1252584.9
55322,2284246.5
55323,3556689.0
55324,1080582.8
55325,4237989.5
55326,5648118.5
55327,2272983.2
55328,1573545.4
55329,4974176.5
55330,1283939.0
55331,4230124.5
55332,4662017.5
55333,2114182.8
55334,4997037.5
55335,3339260.5
55336,3755893.2
55337,652869.2
55338,1850717.1
55339,623142.94
55340,5436268.0
55341,5943014.0
55342,2126637.8
55343,154163.28
55344,2023947.6
55345,3396525.8
55346,1014862.5
55347,1331235.9
55348,3984745.2
55349,757929.75
55350,1519720.1
55351,337653.72
55352,2321814.8
55353,322410.5
55354,481136.3
55355,4249560.0
55356,2852903.0
55357,2525242.0
55358,1389734.1
55359,3321750.2
55360,2864955.0
55361,4771707.0
55362,4891333.5
55363,1669390.5
55364,2404437.0
55365,8810870.0
55366,581110.2
55367,992852.2
55368,5832644.5
55369,3306066.2
55370,1476528.0
55371,5932687.0
55372,3071843.8
55373,3615301.5
55374,4114967.0
55375,1127588.0
55376,4949734.0
55377,464427.0
55378,4972803.5
55379,4425453.0
55380,2643726.0
55381,3983087.0
55382,1428484.9
55383,4942295.0
55384,3643102.8
55385,294873.78
55386,2116927.5
55387,515740.56
55388,1788052.2
55389,1061611.6
55390,1150726.1
55391,691299.25
55392,187915.17
55393,1013434.8
55394,2689416.5
55395,2138844.8
55396,5120849.0
55397,4698149.5
55398,3535634.8
55399,1874236.5
55400,4157128.8
55401,1033014.06
55402,1356795.0
55403,760448.8
55404,4300320.0
55405,1703403.2
55406,1443283.2
55407,4236060.0
55408,1887006.4
55409,3883004.5
55410,2807252.2
55411,1885816.9
55412,3102424.0
55413,3934074.2
55414,1675157.5
55415,682974.9
55416,5403530.0
55417,2162415.2
55418,961151.75
55419,3195683.5
55420,919471.1
55421,1230760.9
55422,1928832.6
55423,2948868.0
55424,2212563.8
55425,1318319.0
55426,7551186.5
55427,1069157.2
55428,1844616.2
55429,2057590.9
55430,5285395.0
55431,1688152.5
55432,3922697.8
55433,3881095.5
55434,713175.0
55435,2838937.0
55436,4152664.5
55437,1839622.0
55438,1599658.6
55439,252614.31
55440,2679551.8
55441,1374808.1
55442,3934578.8
55443,1400134.9
55444,2340992.0
55445,1513824.9
55446,2360960.5
55447,1854093.1
55448,4147155.8
55449,4060844.2
55450,1222329.2
55451,841783.44
55452,2840537.5
55453,4259027.0
55454,1905035.4
55455,2576571.5
55456,1891417.1
55457,2506138.2
55458,473360.78
55459,3408540.5
55460,5830116.5
55461,3179184.2
55462,1041101.25
55463,1559130.1
55464,1571791.4
55465,910969.25
55466,3768205.5
55467,1623708.1
55468,1152637.1
55469,224882.45
55470,1140243.8
55471,3659934.8
55472,4202518.5
55473,3878465.5
55474,1659478.9
55475,1214378.4
55476,716199.75
55477,239388.05
55478,1667686.8
55479,813537.44
55480,4848916.0
55481,3170378.5
55482,7649825.5
55483,3628840.2
55484,2907415.0
55485,583855.7
55486,468185.34
55487,389593.62
55488,3710788.2
55489,6765267.5
55490,3416134.8
55491,3962655.0
55492,3110335.2
55493,3440924.2
55494,1308561.2
55495,2438418.2
55496,5680966.0
55497,1151794.4
55498,1532188.2
55499,5956261.0
55500,2732818.8
55501,309455.53
55502,2047638.8
55503,4027117.8
55504,1298687.9
55505,4358772.5
55506,6948937.0
55507,604324.4
55508,523951.1
55509,6369247.0
55510,875302.3
55511,3121938.2
55512,1432543.4
55513,2160213.0
55514,2172260.5
55515,3097504.2
55516,398042.72
55517,4845140.5
55518,1108895.0
55519,578623.8
55520,2837447.5
55521,4828502.5
55522,2304130.5
55523,2669071.2
55524,798944.56
55525,2731703.2
55526,2495295.2
55527,4773094.0
55528,5114616.5
55529,4138578.0
55530,3535261.0
55531,2501192.5
55532,992793.75
55533,1459916.4
55534,3431661.2
55535,5304483.5
55536,1308644.5
55537,1149120.5
55538,1774520.1
55539,2377646.0
55540,3295221.2
55541,4108549.5
55542,3196882.5
55543,589602.5
55544,2338272.5
55545,3826607.2
55546,1515645.5
55547,565462.9
55548,5399836.0
55549,2807571.8
55550,4893518.5
55551,499976.62
55552,5594789.0
55553,2409737.2
55554,1392095.8
55555,2035142.1
55556,339011.94
55557,1472451.2
55558,1344996.5
55559,1554531.1
55560,696533.56
55561,1814655.8
55562,918793.06
55563,6111844.5
55564,4016434.0
55565,581040.1
55566,3004216.5
55567,535142.2
55568,2932360.8
55569,2523813.0
55570,2185133.8
55571,1267588.0
55572,3532734.0
55573,5811174.5
55574,3525719.0
55575,3299990.8
55576,4593749.5
55577,1305429.0
55578,2916505.8
55579,1697471.0
55580,898936.56
55581,1109725.4
55582,3009806.8
55583,4803643.5
55584,835966.3
55585,706682.25
55586,2640508.5
55587,517275.16
55588,1363066.6
55589,1030498.8
55590,847249.1
55591,5860497.5
55592,628137.2
55593,5229998.5
55594,8236604.0
55595,1321584.2
55596,1154753.5
55597,2996332.8
55598,4707173.0
55599,1131911.4
55600,1892580.9
55601,630242.56
55602,2910273.2
55603,668363.1
55604,3793684.2
55605,976850.0
55606,6282298.5
55607,1502088.1
55608,582186.1
55609,4359677.5
55610,443333.94
55611,501840.47
55612,1081832.2
55613,802478.06
55614,1373456.6
55615,1161853.1
55616,3606823.5
55617,1340454.5
55618,492769.0
55619,4372195.5
55620,2378989.5
55621,8337535.0
55622,869542.25
55623,2172129.5
55624,6818678.5
55625,3275512.5
55626,2421778.0
55627,2167183.0
55628,3236704.2
55629,2966074.2
55630,711140.25
55631,1766971.0
55632,3243561.0
55633,3119694.2
55634,2701444.8
55635,6790182.0
55636,957943.56
55637,1777231.1
55638,1658082.8
55639,840113.56
55640,5879433.5
55641,887368.56
55642,2508860.8
55643,1728987.4
55644,8690818.0
55645,897979.1
55646,1451562.8
55647,3584331.0
55648,6320715.5
55649,2319412.8
55650,2280454.8
55651,1666105.1
55652,1115350.6
55653,1474020.0
55654,7838048.0
55655,2490071.5
55656,1869337.8
55657,274121.6
55658,5837670.5
55659,5409882.5
55660,4910165.0
55661,391822.84
55662,3885476.0
55663,4238967.0
55664,5011173.5
55665,1686726.5
55666,2533063.2
55667,4075705.8
55668,3382745.0
55669,6214953.5
55670,2483199.8
55671,460005.1
55672,2457232.8
55673,769524.25
55674,1879120.1
55675,4413193.5
55676,5038995.5
55677,3811882.5
55678,1602489.4
55679,2114180.2
55680,1355940.9
55681,6529999.5
55682,2014476.8
55683,196818.05
55684,728798.7
55685,4121971.2
55686,3047863.2
55687,605670.0
55688,4911777.5
55689,3053169.2
55690,1579984.5
55691,1022408.0
55692,2129557.2
55693,2338494.8
55694,869433.2
55695,728115.3
55696,1907332.5
55697,1147624.1
55698,2512583.0
55699,2096572.4
55700,323804.75
55701,1716807.4
55702,3412869.2
55703,6034892.0
55704,4496559.5
55705,5021142.0
55706,2014916.2
55707,3115629.2
55708,4749708.5
55709,3889105.2
55710,3741741.8
55711,1087927.6
55712,5046261.5
55713,688983.94
55714,724376.6
55715,2770429.5
55716,1436939.2
55717,934030.44
55718,1938466.9
55719,293541.3
55720,4214732.0
55721,4889495.0
55722,4994300.5
55723,1166683.9
55724,1084933.2
55725,3795871.5
55726,742897.4
55727,794137.9
55728,1220935.4
55729,3539687.8
55730,737689.4
55731,781856.5
55732,969978.8
55733,3029511.2
55734,4493447.5
55735,2322139.2
55736,7245870.0
55737,2542309.0
55738,2065304.9
55739,2940774.5
55740,4202016.5
55741,2005060.8
55742,1637922.6
55743,3154896.0
55744,1575381.5
55745,1388683.9
55746,2270836.0
55747,2223649.8
55748,1042783.25
55749,161809.97
55750,2337824.8
55751,518811.8
55752,3524287.5
55753,7565845.0
55754,1220741.5
55755,3249336.5
55756,2905811.8
55757,667193.0
55758,5703025.5
55759,1021166.94
55760,1969715.5
55761,1284926.2
55762,1886997.0
55763,356053.53
55764,4731820.0
55765,464532.12
55766,4239465.0
55767,2353936.0
55768,541487.9
55769,1578764.1
55770,1706419.8
55771,3465298.2
55772,352663.97
55773,2441223.5
55774,4773508.5
55775,1705007.5
55776,837819.75
55777,2890186.5
55778,3683197.5
55779,1468502.1
55780,3739142.0
55781,2708752.8
55782,1082430.6
55783,2062031.9
55784,7452481.0
55785,1594859.5
55786,711261.8
55787,2052269.1
55788,1338556.9
55789,763141.94
55790,3454677.0
55791,1487404.5
55792,423699.38
55793,4694110.5
55794,2433410.0
55795,4255420.5
55796,4771025.0
55797,2110116.2
55798,5084448.5
55799,3478747.5
55800,597870.25
55801,1122449.6
55802,3494362.8
55803,1334017.1
55804,6395578.0
55805,520365.0
55806,1255355.6
55807,637522.0
55808,2693111.8
55809,4739828.0
55810,2001180.8
55811,4189960.5
55812,1436747.4
55813,3238668.2
55814,3114705.5
55815,1972133.1
55816,4391205.0
55817,2893265.0
55818,1383239.6
55819,818407.44
55820,259265.47
55821,4141137.8
55822,2399499.2
55823,2961187.2
55824,2663637.5
55825,2244018.2
55826,4196036.5
55827,1296906.8
55828,1922840.6
55829,2418483.0
55830,5941280.0
55831,2152531.5
55832,858912.1
55833,2059682.0
55834,1673309.9
55835,2773493.2
55836,4328541.5
55837,1910398.8
55838,2912723.0
55839,1340659.8
55840,3108486.8
55841,2358106.2
55842,1699148.0
55843,2885872.2
55844,1844823.2
55845,777991.25
55846,4288617.5
55847,1757305.4
55848,5555223.0
55849,6817673.0
55850,1190383.5
55851,3734215.5
55852,6058159.0
55853,1970598.2
55854,1500601.5
55855,3388357.8
55856,968397.1
55857,4066165.8
55858,1913352.6
55859,4809776.5
55860,456120.3
55861,8010719.0
55862,2684628.8
55863,4267872.5
55864,4648354.0
55865,3630576.2
55866,4711221.5
55867,441893.94
55868,3925408.0
55869,1703445.2
55870,1366946.9
55871,1507501.2
55872,2561693.2
55873,1585801.6
55874,1045505.56
55875,866523.6
55876,1043436.44
55877,1313187.9
55878,2232396.8
55879,7562043.5
55880,2771212.2
55881,2388311.0
55882,3284298.2
55883,3357524.5
55884,732688.7
55885,3361418.0
55886,3428875.8
55887,3913264.2
55888,2229990.8
55889,1150834.6
55890,3173312.2
55891,2052981.1
55892,3561665.0
55893,1204053.5
55894,948047.44
55895,3734131.0
55896,1396121.8
55897,1268908.5
55898,1599520.2
55899,457942.88
55900,5400626.0
55901,4082395.2
55902,3727698.5
55903,2415927.5
55904,180735.39
55905,2553140.8
55906,2783746.8
55907,935976.5
55908,3408422.5
55909,893124.25
55910,525890.94
55911,4256462.5
55912,3390895.0
55913,717603.3
55914,1311814.4
55915,1775498.2
55916,1157879.4
55917,3792001.8
55918,2077049.6
55919,405705.34
55920,1196545.6
55921,4576402.5
55922,469205.75
55923,1337411.6
55924,3645888.2
55925,2926884.8
55926,2094613.2
55927,2490606.0
55928,3952547.0
55929,5412938.0
55930,2563997.2
55931,4204704.5
55932,2449640.5
55933,3177475.2
55934,1179890.5
55935,1898392.0
55936,3148639.2
55937,834237.4
55938,4523709.5
55939,2793802.0
55940,1008765.94
55941,1740773.1
55942,575628.9
55943,1834701.0
55944,3493606.8
55945,5372279.0
55946,3126208.8
55947,1138816.4
55948,2452535.2
55949,3792091.5
55950,5404053.5
55951,2723825.0
55952,1403498.9
55953,4674877.5
55954,2012121.9
55955,2006379.1
55956,2692442.0
55957,397208.84
55958,1492691.4
55959,1081793.4
